user,user_id,when,review,cafe_id
Ashleigh Bothwell,1622,a year ago,"This is my favorite coffee shop in the city! Without a doubt, they make the best lattes I have ever had. My husband says that I have a habit of talking things up too much and giving others too high of expectations before they try them… but I’m not doing that here, this is an amazing spot!",12
Robyn London,779,a year ago,"New favorite spot to get coffee and work for a bit! So quiet with wonderful jazz music, lots of tables, outlets. The coffee was so good!! Love that this is locally owned. Owner was so kind. Can’t wait to go back this week.",12
Omeed Firouzi,1623,a year ago,"Might just be my new favorite coffee shop in the city. Right by my office. Very soothing, welcoming atmosphere that is cozy. Service is fantastic. Friendly and courteous staff who are great. Coffee is so delicious. They even have get 10 drinks to get 10th one free deal. Great spot!",12
Chez MacLe,1624,3 months ago,I went here and got great coffee and friendly service.,12
John,233,2 years ago,"The friendly proprietor made this cozy new spot feel welcoming. Very tidy, great ambiance, public restroom and plentiful seating. …",12
Morgan,1625,a year ago,I stopped in for the first time this morning and ordered the walnut cappuccino. It was absolutely delicious and so fresh. The cafe was adorable. I will definitely be coming back again to try more coffee!,12
Anthony Borraccino,1626,a year ago,"Highly recommend if you're ever in the area. Delicious and varied coffee options, the food was super fresh and delicious and the atmosphere is very laid back and relaxing. The employees were incredibly friendly as well. Highly recommend",12
Jacquelyn Crutchley,1627,2 years ago,"From the moment you walk into this coffee shop, it is like walking into an undeniably cool person's carefully curated lucid dream. From the furniture, to the books, to the plants, and the soft jazz you can't help but find your blood …",12
Hayim,1628,8 months ago,"10 out of 10 - best cafe in the area. Amazing service, vibes, and coffee. Perfect for a casual date or some focused work. Lovely art as well.",12
Joe Ballegeer,1629,6 months ago,Great coffee and service. Excellent place to take a break from hustle and bustle and read a book.,12
MA Mor,1630,6 months ago,An amazing café right in the middle of Philly. Quality of coffee and Service was 10 stars!co,12
Ella Meyer,1631,a year ago,"Best coffee shop in Philly!! Great atmosphere, good coffee, and clean environment. Definitely get the smoothie!!! The blueberry smoothies are the best!!  10/10 recommend to anyone passing through or locals in the area.",12
Grace Simon,1632,a year ago,The best coffee shop in Philly! Love the vibe and the people. The smoothies are delicious. And the breakfast sandwiches! Don’t get me started ;) my fave drink is the chai tea latte. Mhmmmm!!,12
Scott Murphy,1633,a year ago,"This is a great spot. I was tempted to not write a review so I could keep this gem to myself. However, this place is too good to not share. Service is excellent and the owner is very knowledgeable and friendly. Always answers all my …",12
Jenny Leibowitz,1634,2 years ago,"My morning: a surprisingly smooth but bold & flavorful latte, soft jazz, wifi & a nice bathroom, a dark room filled with books, all enjoyed on a comfy vintage chair. This place is my new Philly fave for my caffeine fix :)",12
Melissa Liu,1635,a year ago,The best coffee I had! The service and music are great. Highly recommend if you are looking for high-quality coffee and good vibes.,12
Anna Nazar (Annie_Nazar),1636,2 years ago,Great spot and oh that Flat White on oat milk! Well I’m a regular customer here now. Love LOVE the cozy corner with books. Gives some England vibes. Oh and great music. That soothing Jazz and dim lights. Great spot!,12
Nush,1637,6 months ago,The cashiers/baristas were super friendly and helpful and the coffee was delicious,12
Sachiko,1638,8 months ago,"The atmosphere was nice, with paintings for sale displayed on the walls. We enjoyed playing board games with the kids.""",12
Muthu Meenakshisundaram,1639,a year ago,"Some friends and I flew into Philly for a weekend and were walking around all day in the hot sun. We were looking for a cozy, calm place to rest and refresh away from the rush of the city. Time and Peace was exactly that. Owner was also very kind and helpful.",12
Nicole Baetiong,1640,a year ago,"Cortado and iced coffee was good, it wasn't the best I've had in my life like what everyone says. They didn't have cold brew, but I get it since it's the colder months of the year.",12
Anuj Gupta,1641,2 months ago,Awesome place to visit dim light atmosphere and good vibes,12
Nicholas Remillard,1642,2 years ago,"Very nice place to get some coffee, the atmosphere is relaxing and the owner is very friendly. He makes a fantastic walnut cappuccino, something I tried for the first time here and loved!",12
Joey Jung,1643,2 years ago,"Tastefully decorated, cozy cafe. Perfect for working. Congrats on opening!",12
Giselle Marte,1644,2 years ago,"Absolutely incredibly cozy coffee spot, perfect place to lounge, work remote, enjoy pastries and superior espresso. Free wifi, quaint ambience and impeccable service. Will be my new hang out spot!",12
Jake Waltier,1645,a year ago,"Friendly staff and very cozy atmosphere. My drip coffee was great, and if I weren't visiting from out of town I definitely would have come back and tried more things.",12
Ayanna Thomas,1646,a year ago,"I wish I knew about this place sooner. I was looking for a cozy and comfortable coffee shop in my neighborhood to get some reading done and Time & Peace was exactly what I had in mind. Also, got a chai latte and it was so perfect. I will be back quite a bit.",12
Jo Robertson,1647,8 months ago,As an Australian coffee snob I had very low expectations of finding decent coffee anywhere in Philly but based on Google reviews gave this place a go and was not disappointed!,12
caesar salad,1648,2 years ago,I was stopping by Philly when transitioning buses and was desperately looking for a respite after being crammed in a tight seat for a couple hours. …,12
Darian Shi,1649,2 years ago,"Great space for working or reading, good coffee and pastries!",12
Heather Dishman,669,a year ago,The Honey Cinnamon Latte wasn't overly sweet and perfect for the start of my day! Cozy and easily a great reading space.,12
Jarrett Brumett,1650,a year ago,Their coffee is seriously amazing and the atmosphere is very cozy. A perfect place to read and hang out on a rainy day.,12
Chris Lore,1651,10 months ago,"A perfect little space, shockingly affordable and with interesting consignment art. …",12
Victoria Galperin,1652,2 years ago,"Delicious and beautifully made latte and apple turnover that was offered warmed up.  Love the atmosphere--books, light jazz and peace.",12
Grady Craig,1653,2 months ago,"Casual place that is okay with your laptop, reading, etc.",12
jefferson giraldo,1654,a year ago,Favorite location to drink a cup of coffee and do some work in peace. The owner is very friendly and the employees are very nice and fast.,12
Morgan Lee Kestner,1655,9 months ago,Best cheese danish. Savory and sweet! Pair it with the cinnamon honey latte.,12
Gabby Ford,1656,a month ago,"Great place for brunch dates. I absolutely love their Chai Tea Latte, and their Ethiopian Teima coffee. I can’t wait to come back with friends and family. The facility and bathroom are spotless, the staff is very friendly and accommodating, and the atmosphere is bright and welcoming. Hidden gem!",21
Kristi Thurmon,1657,2 weeks ago,Very cute coffee shop across from Rittenhouse Park. Loved the packaging on their beans! Would have like it more if they had sugar-free syrup.,21
Jeremy Yowell,298,2 months ago,"Solid coffee and quick service. Tried out the cold brew, which was strong, and I appreciated the food options which I wasn't expecting. Not a ton of room inside though so it got a bit cramped.",21
Roddy Bernard,1658,9 months ago,"Atmosphere .5/1: small with hipster vibes. Has a small outside area too
Service 1/1: welcoming and friendly crew
Price 1/1: average for coffee and pastries ~$6 …",21
